"행정구역","2021년08월_계_총인구수","2021년08월_계_연령구간인구수","2021년08월_계_0~9세","2021년08월_계_10~19세","2021년08월_계_20~29세","2021년08월_계_30~39세","2021년08월_계_40~49세","2021년08월_계_50~59세","2021년08월_계_60~69세","2021년08월_계_70~79세","2021년08월_계_80~89세","2021년08월_계_90~99세","2021년08월_계_100세 이상"
"서울특별시 은평구 구산동(1138056000)","32,428","32,428","1,691","2,818","4,378","4,059","4,991","5,648","4,791","2,716","1,188","145","3"
"서울특별시 은평구 대조동(1138057000)","26,983","26,983","1,103","1,553","4,906","4,192","3,920","4,153","3,625","2,344","1,052","111","24"
"서울특별시 은평구 응암제1동(1138058000)","32,830","32,830","2,529","2,710","4,442","5,419","5,558","4,879","3,878","2,321","977","116","1"
"서울특별시 은평구 응암제2동(1138059000)","27,366","27,366","3,130","2,303","2,681","4,793","5,230","3,677","2,999","1,703","735","93","22"
"서울특별시 은평구 응암제3동(1138060000)","24,699","24,699","976","1,523","3,589","3,366","3,429","4,094","3,814","2,557","1,208","139","4"
"서울특별시 은평구 역촌동(1138062500)","45,761","45,761","2,469","3,394","6,539","6,339","7,435","7,620","6,452","3,804","1,531","168","10"
"서울특별시 은평구 신사제1동(1138063100)","27,188","27,188","1,509","2,030","3,860","4,007","4,138","4,373","4,039","2,240","891","100","1"
"서울특별시 은평구 신사제2동(1138063200)","20,459","20,459","1,041","1,610","2,909","2,697","3,075","3,469","3,209","1,640","713","91","5"
"서울특별시 은평구 증산동(1138064000)","15,076","15,076","697","1,160","2,038","1,969","2,229","2,511","2,478","1,376","544","71","3"
"서울특별시 은평구 수색동(1138065000)","11,354","11,354","717","768","1,491","1,772","1,527","1,971","1,747","888","417","56","0"
"서울특별시 은평구 진관동(1138069000)","55,931","55,931","4,323","7,353","6,887","6,534","10,333","8,559","6,511","3,449","1,571","246","165"
"서울특별시 서대문구 (1141000000)","306,472","306,472","19,285","22,868","49,429","44,423","45,791","48,561","39,454","23,463","11,545","1,537","116"
"서울특별시 서대문구 천연동(1141052000)","17,173","17,173","1,171","1,402","2,135","2,314","2,707","2,972","2,245","1,364","769","89","5"
"서울특별시 서대문구 북아현동(1141055500)","16,130","16,130","1,414","1,023","2,259","2,830","2,576","2,729","1,812","971","448","63","5"
"서울특별시 서대문구 충현동(1141056500)","20,507","20,507","1,199","1,317","3,409","3,322","2,973","3,283","2,753","1,398","717","124","12"
"서울특별시 서대문구 신촌동(1141058500)","19,627","19,627","680","951","7,732","3,450","1,956","1,964","1,414","901","505","69","5"
"서울특별시 서대문구 연희동(1141061500)","35,256","35,256","1,583","2,343","7,566","5,552","4,765","5,147","4,142","2,622","1,330","195","11"
"서울특별시 서대문구 홍제제1동(1141062000)","23,871","23,871","1,479","1,852","3,086","3,333","3,640","4,045","3,358","1,967","988","120","3"
"서울특별시 서대문구 홍제제3동(1141064000)","15,433","15,433","728","1,045","2,059","1,943","2,075","2,651","2,334","1,621","863","90","24"
"서울특별시 서대문구 홍제제2동(1141065500)","13,794","13,794","769","1,007","1,759","1,858","1,943","2,486","2,110","1,205","574","78","5"
"서울특별시 서대문구 홍은제1동(1141066000)","22,743","22,743","1,465","1,721","2,816","3,028","3,327","3,903","3,412","1,928","1,004","133","6"
"서울특별시 서대문구 홍은제2동(1141068500)","26,662","26,662","1,209","2,108","4,131","3,526","3,820","4,526","3,823","2,206","1,131","152","30"
"서울특별시 서대문구 남가좌제1동(1141069000)","15,535","15,535","2,083","1,462","1,466","2,308","3,084","2,138","1,575","919","439","57","4"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,778","29,778","2,618","2,383","4,245","4,475","4,863","4,413","3,480","2,169","994","136","2"
"서울특별시 서대문구 북가좌제1동(1141071000)","18,150","18,150","1,355","1,926","2,123","2,320","3,199","2,975","2,274","1,308","589","79","2"
"서울특별시 서대문구 북가좌제2동(1141072000)","31,813","31,813","1,532","2,328","4,643","4,164","4,863","5,329","4,722","2,884","1,194","152","2"
"서울특별시 마포구 (1144000000)","370,053","370,053","24,017","27,982","62,040","63,774","60,257","54,664","40,713","23,603","11,319","1,577","107"
"서울특별시 마포구 아현동(1144055500)","25,254","25,254","2,714","1,661","3,093","4,904","4,305","3,831","2,804","1,184","647","102","9"
"서울특별시 마포구 공덕동(1144056500)","37,300","37,300","2,197","2,223","6,241","6,522","5,307","6,270","4,580","2,516","1,289","142","13"
"서울특별시 마포구 도화동(1144058500)","21,242","21,242","1,445","1,545","2,894","3,580","3,096","3,439","2,747","1,509","853","132","2"
"서울특별시 마포구 용강동(1144059000)","21,653","21,653","2,150","2,042","2,204","3,671","4,331","3,032","2,206","1,282","629","103","3"
"서울특별시 마포구 대흥동(1144060000)","14,492","14,492","653","839","3,592","2,420","2,049","2,043","1,500","865","447","71","13"
"서울특별시 마포구 염리동(1144061000)","16,475","16,475","1,444","1,523","2,464","2,594","3,039","2,451","1,539","886","473","50","12"
"서울특별시 마포구 신수동(1144063000)","22,642","22,642","1,679","1,833","3,406","3,596","3,811","3,582","2,502","1,454","681","93","5"
"서울특별시 마포구 서강동(1144065500)","24,972","24,972","1,759","1,736","5,036","4,145","3,930","3,649","2,573","1,362","686","94","2"
"서울특별시 마포구 서교동(1144066000)","25,072","25,072","813","1,190","6,306","5,390","3,665","3,068","2,278","1,486","742","125","9"
"서울특별시 마포구 합정동(1144068000)","17,562","17,562","956","920","3,349","3,614","2,622","2,352","1,944","1,189","532","82","2"
"서울특별시 마포구 망원제1동(1144069000)","20,338","20,338","983","1,282","3,372","3,843","3,177","2,941","2,442","1,553","655","85","5"
"서울특별시 마포구 망원제2동(1144070000)","18,673","18,673","1,112","1,540","2,823","2,886","3,185","2,812","2,201","1,452","592","64","6"
"서울특별시 마포구 연남동(1144071000)","15,151","15,151","581","770","3,236","3,029","2,246","1,972","1,712","1,008","510","82","5"
"서울특별시 마포구 성산제1동(1144072000)","18,983","18,983","874","1,420","3,142","3,263","3,269","2,842","2,256","1,300","558","56","3"
"서울특별시 마포구 성산제2동(1144073000)","39,621","39,621","2,337","3,384","6,562","6,551","6,319","5,834","4,360","2,859","1,224","183","8"
"서울특별시 마포구 상암동(1144074000)","30,623","30,623","2,320","4,074","4,320","3,766","5,906","4,546","3,069","1,698","801","113","10"
"서울특별시 양천구 (1147000000)","449,603","449,603","30,291","49,696","58,322","56,196","77,280","76,067","59,928","28,907","11,161","1,685","70"
"서울특별시 양천구 목1동(1147051000)","30,918","30,918","2,825","5,041","3,274","3,118","6,740","4,989","3,008","1,326","505","88","4"
"서울특별시 양천구 목2동(1147052000)","29,975","29,975","1,639","2,444","4,892","5,191","4,579","4,816","3,949","1,702","673","87","3"
"서울특별시 양천구 목3동(1147053000)","21,990","21,990","1,257","1,497","3,429","3,940","3,149","3,565","3,099","1,369","598","82","5"
"서울특별시 양천구 목4동(1147054000)","25,555","25,555","1,323","3,247","4,091","2,720","4,388","4,859","2,789","1,489","560","79","10"
"서울특별시 양천구 목5동(1147055000)","41,328","41,328","3,222","7,350","4,305","3,753","8,858","6,730","4,420","1,783","740","163","4"
"서울특별시 양천구 신월1동(1147056000)","20,574","20,574","946","1,276","2,615","2,693","3,010","3,720","3,738","1,872","602","97","5"
"서울특별시 양천구 신월2동(1147057000)","20,827","20,827","1,363","1,753","2,606","2,867","3,249","3,282","3,347","1,732","541","83","4"
"서울특별시 양천구 신월3동(1147058000)","15,348","15,348","806","1,093","2,005","1,951","2,162","2,837","2,578","1,364","498","52","2"
"서울특별시 양천구 신월4동(1147059000)","18,090","18,090","1,382","1,610","2,134","2,310","3,038","2,823","2,806","1,384","535","65","3"
"서울특별시 양천구 신월5동(1147060000)","14,787","14,787","925","1,230","2,131","2,026","2,242","2,496","2,251","1,053","378","55","0"
"서울특별시 양천구 신월6동(1147061000)","13,773","13,773","1,463","1,215","1,564","2,542","2,185","2,004","1,750","780","236","30","4"
"서울특별시 양천구 신월7동(1147061100)","20,035","20,035","980","1,280","2,544","2,586","2,858","3,499","3,526","1,823","835","101","3"
"서울특별시 양천구 신정1동(1147062000)","20,461","20,461","1,777","2,924","2,377","1,977","4,005","3,464","2,303","1,070","465","96","3"
"서울특별시 양천구 신정2동(1147063000)","19,560","19,560","1,274","2,942","2,392","1,769","3,702","3,519","2,331","1,105","451","72","3"
"서울특별시 양천구 신정3동(1147064000)","49,588","49,588","3,675","5,571","6,189","6,098","8,389","8,556","6,372","3,287","1,256","189","6"
"서울특별시 양천구 신정4동(1147065000)","32,845","32,845","1,533","2,267","5,265","4,878","5,069","5,333","4,828","2,659","905","103","5"
"서울특별시 양천구 신정6동(1147067000)","24,704","24,704","2,009","3,606","3,054","2,679","4,662","4,396","2,743","1,035","417","101","2"
"서울특별시 양천구 신정7동(1147068000)","29,245","29,245","1,892","3,350","3,455","3,098","4,995","5,179","4,090","2,074","966","142","4"
"서울특별시 강서구 (1150000000)","576,361","576,361","37,746","43,820","86,518","98,020","89,876","84,364","78,972","39,126","15,313","2,513","93"
"서울특별시 강서구 염창동(1150051000)","41,885","41,885","4,003","4,464","5,664","7,280","7,602","5,918","4,367","1,790","695","98","4"
"서울특별시 강서구 등촌제1동(1150052000)","24,292","24,292","1,250","1,289","5,079","6,136","3,228","3,056","2,316","1,111","685","137","5"
"서울특별시 강서구 등촌제2동(1150053000)","20,415","20,415","1,233","1,527","3,129","3,463","3,017","3,253","2,893","1,342","469","89","0"
"서울특별시 강서구 등촌제3동(1150053500)","30,870","30,870","1,672","1,945","3,911","4,597","3,876","5,103","5,439","2,555","1,465","295","12"
"서울특별시 강서구 화곡제1동(1150054000)","52,016","52,016","2,522","2,428","9,611","10,388","7,438","7,268","7,181","3,768","1,240","162","10"
"서울특별시 강서구 화곡제2동(1150055000)","18,010","18,010","1,100","1,389","2,593","2,821","3,031","2,795","2,497","1,328","396","60","0"
"서울특별시 강서구 화곡제3동(1150056000)","21,281","21,281","1,204","1,614","3,036","3,073","3,195","3,198","3,464","1,796","606","86","9"
"서울특별시 강서구 화곡제4동(1150057000)","20,719","20,719","1,086","1,331","2,907","3,244","3,227","3,319","3,243","1,674","601","86","1"
"서울특별시 강서구 화곡본동(1150059000)","34,390","34,390","2,049","2,367","6,046","6,353","5,435","4,824","4,365","2,114","719","114","4"
"서울특별시 강서구 화곡제6동(1150059100)","24,794","24,794","1,178","1,601","4,355","4,227","3,568","3,840","3,721","1,621","583","98","2"
"서울특별시 강서구 화곡제8동(1150059300)","24,537","24,537","1,233","1,551","3,846","4,013","3,875","3,655","3,590","2,062","627","81","4"
"서울특별시 강서구 가양제1동(1150060300)","34,140","34,140","1,618","1,825","8,359","8,516","4,592","4,083","3,391","1,163","503","87","3"
"서울특별시 강서구 가양제2동(1150060400)","14,186","14,186","472","448","1,629","2,316","1,434","2,041","3,308","1,609","790","136","3"
"서울특별시 강서구 가양제3동(1150060500)","15,196","15,196","692","542","1,707","3,050","1,873","2,188","2,778","1,569","677","117","3"
"서울특별시 강서구 발산제1동(1150061100)","36,257","36,257","3,089","4,840","4,536","4,106","6,949","5,711","3,959","2,138","781","142","6"
"서울특별시 강서구 우장산동(1150061500)","43,106","43,106","3,580","5,453","5,206","5,259","8,409","6,635","5,076","2,574","780","129","5"
"서울특별시 강서구 공항동(1150062000)","30,809","30,809","3,436","2,153","4,025","5,665","5,045","4,113","3,702","1,824","730","112","4"
"서울특별시 강서구 방화제1동(1150063000)","43,173","43,173","3,859","4,206","5,107","6,164","7,494","6,382","5,875","2,830","1,085","166","5"
"서울특별시 강서구 방화제2동(1150064000)","23,304","23,304","1,206","1,396","3,331","3,769","3,217","3,516","3,799","2,054","887","125","4"
"서울특별시 강서구 방화제3동(1150064100)","22,981","22,981","1,264","1,451","2,441","3,580","3,371","3,466","4,008","2,204","994","193","9"
"서울특별시 구로구 (1153000000)","397,887","397,887","26,485","29,348","54,380","61,217","61,679","62,188","57,227","31,855","11,953","1,506","49"
"서울특별시 구로구 신도림동(1153051000)","35,648","35,648","3,484","3,499","4,144","5,996","6,501","5,051","4,153","1,987","730","100","3"
"서울특별시 구로구 구로제1동(1153052000)","20,911","20,911","1,770","1,935","2,769","3,699","3,609","2,981","2,701","994","385","64","4"
"서울특별시 구로구 구로제2동(1153053000)","23,971","23,971","827","1,378","3,179","2,820","3,316","4,589","4,094","2,611","1,031","122","4"
"서울특별시 구로구 구로제3동(1153054000)","23,555","23,555","1,236","1,353","4,201","4,868","3,968","3,042","2,636","1,568","612","70","1"
"서울특별시 구로구 구로제4동(1153055000)","19,917","19,917","763","1,045","2,839","2,861","2,809","3,420","3,100","2,112","879","89","0"
"서울특별시 구로구 구로제5동(1153056000)","29,303","29,303","1,755","1,545","5,086","5,487","4,106","4,475","3,872","2,087","799","89","2"
"서울특별시 구로구 가리봉동(1153059500)","8,933","8,933","236","272","1,542","1,230","1,066","1,759","1,591","834","355","44","4"
"서울특별시 구로구 고척제1동(1153072000)","22,555","22,555","1,250","1,861","3,148","2,805","3,356","3,844","3,581","1,920","697","91","2"
"서울특별시 구로구 고척제2동(1153073000)","26,836","26,836","1,684","2,182","3,471","3,145","4,162","4,697","4,119","2,337","927","108","4"
"서울특별시 구로구 개봉제1동(1153074000)","33,969","33,969","2,165","2,309","4,546","5,044","4,879","5,707","5,248","2,872","1,054","141","4"
"서울특별시 구로구 개봉제2동(1153075000)","31,092","31,092","2,017","2,248","3,759","4,302","4,722","4,838","5,158","2,972","952","118","6"
"서울특별시 구로구 개봉제3동(1153076000)","20,279","20,279","1,084","1,375","2,528","2,623","3,073","3,425","3,537","1,837","717","76","4"
"서울특별시 구로구 오류제1동(1153077000)","22,778","22,778","1,181","1,200","4,105","4,441","3,137","3,018","3,028","1,850","721","93","4"
"서울특별시 구로구 오류제2동(1153078000)","38,216","38,216","2,930","3,948","4,478","5,018","6,435","5,629","5,138","3,269","1,198","171","2"
"서울특별시 구로구 수궁동(1153079000)","23,651","23,651","1,414","1,936","3,009","3,228","3,692","3,936","3,695","1,970","679","89","3"
"서울특별시 구로구 항동(1153080000)","16,273","16,273","2,689","1,262","1,576","3,650","2,848","1,777","1,576","635","217","41","2"
"서울특별시 금천구 (1154500000)","230,759","230,759","11,954","14,187","37,213","36,049","31,996","39,413","34,357","17,924","6,751","869","46"
"서울특별시 금천구 가산동(1154551000)","23,407","23,407","668","677","6,666","5,681","2,744","2,890","2,455","1,167","402","54","3"
"서울특별시 금천구 독산제1동(1154561000)","44,027","44,027","3,259","2,337","7,783","9,044","6,431","6,392","5,129","2,598","941","105","8"
"서울특별시 금천구 독산제2동(1154562000)","18,879","18,879","824","1,142","2,834","2,540","2,542","3,698","3,137","1,555","533","70","4"
"서울특별시 금천구 독산제3동(1154563000)","24,221","24,221","948","1,299","3,908","3,575","3,110","4,585","4,032","1,912","739","110","3"
"서울특별시 금천구 독산제4동(1154564000)","15,334","15,334","618","943","2,257","1,986","1,989","3,140","2,584","1,341","423","51","2"
"서울특별시 금천구 시흥제1동(1154567000)","32,921","32,921","1,707","2,203","4,836","4,720","4,720","5,770","5,014","2,744","1,049","153","5"
